ST|ZIPCODE|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|YEAR|ESTAB|ESTAB_F|EMP|EMP_F|EMP_N|EMP_N_F|PAYQTR1|PAYQTR1_F|PAYQTR1_N|PAYQTR1_N_F|PAYANN|PAYANN_F|PAYANN_N|PAYANN_N_F
02|99647|8610000US99647|99647(PEDRO BAY,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99648|8610000US99648|99648(PERRYVILLE,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99649|8610000US99649|99649(PILOT POINT,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99650|8610000US99650|99650(PILOT STATION,AK)||00|Total for all sectors||2012|4||35||0|G|177||0|G|666||0|G
02|99651|8610000US99651|99651(PLATINUM,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99652|8610000US99652|99652(BIG LAKE,AK)||00|Total for all sectors||2012|67||0|e|0|D|0|D|0|D|0|D|0|D
02|99653|8610000US99653|99653(PORT ALSWORTH,AK)||00|Total for all sectors||2012|9||32||0|G|198||0|G|1411||0|G
02|99654|8610000US99654|99654(WASILLA,AK)||00|Total for all sectors||2012|1013||9591||0|G|99349||0|G|409048||0|G
02|99655|8610000US99655|99655(QUINHAGAK,AK)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
02|99656|8610000US99656|99656(RED DEVIL,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99657|8610000US99657|99657(RUSSIAN MISSION,AK)||00|Total for all sectors||2012|6||45||0|G|99||0|G|417||0|G
02|99658|8610000US99658|99658(SAINT MARYS,AK)||00|Total for all sectors||2012|18||112||0|H|556||0|G|2798||0|G
02|99659|8610000US99659|99659(SAINT MICHAEL,AK)||00|Total for all sectors||2012|4||0|b|0|D|0|D|0|D|0|D|0|D
02|99660|8610000US99660|99660(SAINT PAUL ISLAND,AK)||00|Total for all sectors||2012|8||743||0|G|5076||0|G|12982||0|G
02|99661|8610000US99661|99661(SAND POINT,AK)||00|Total for all sectors||2012|24||726||0|G|5223||0|G|17611||0|G
02|99662|8610000US99662|99662(SCAMMON BAY,AK)||00|Total for all sectors||2012|4||25||0|H|118||0|G|473||0|G
02|99663|8610000US99663|99663(SELDOVIA,AK)||00|Total for all sectors||2012|15||47||0|G|266||0|G|1664||0|G
02|99664|8610000US99664|99664(SEWARD,AK)||00|Total for all sectors||2012|195||1284||0|G|10569||0|G|57136||0|G
02|99665|8610000US99665|99665(SHAGELUK,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99666|8610000US99666|99666(NUNAM IQUA,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99667|8610000US99667|99667(SKWENTNA,AK)||00|Total for all sectors||2012|7||8||0|G|21||0|G|307||0|G
02|99668|8610000US99668|99668(SLEETMUTE,AK)||00|Total for all sectors||2012|4||8||0|G|35||0|G|148||0|G
02|99669|8610000US99669|99669(SOLDOTNA,AK)||00|Total for all sectors||2012|606||5211||0|G|43547||0|G|198756||0|G
02|99671|8610000US99671|99671(STEBBINS,AK)||00|Total for all sectors||2012|5||0|b|0|S|228||0|H|882||0|H
02|99672|8610000US99672|99672(STERLING,AK)||00|Total for all sectors||2012|67||201||0|H|1451||0|G|8033||0|G
02|99674|8610000US99674|99674(SUTTON,AK)||00|Total for all sectors||2012|28||88||0|G|355||0|G|2672||0|G
02|99675|8610000US99675|99675(TAKOTNA,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99676|8610000US99676|99676(TALKEETNA,AK)||00|Total for all sectors||2012|74||356||0|G|2071||0|G|14703||0|G
02|99677|8610000US99677|99677(TATITLEK,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99678|8610000US99678|99678(TOGIAK,AK)||00|Total for all sectors||2012|9||53||0|G|271||0|H|2209||0|H
02|99679|8610000US99679|99679(TULUKSAK,AK)||00|Total for all sectors||2012|4||26||0|G|87||0|G|389||0|G
02|99680|8610000US99680|99680(TUNTUTULIAK,AK)||00|Total for all sectors||2012|5||0|b|0|S|129||0|H|597||0|H
02|99681|8610000US99681|99681(TUNUNAK,AK)||00|Total for all sectors||2012|3||36||0|G|78||0|G|321||0|G
02|99682|8610000US99682|99682(TYONEK,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99683|8610000US99683|99683(TRAPPER CREEK,AK)||00|Total for all sectors||2012|14||59||0|G|461||0|G|6452||0|G
02|99684|8610000US99684|99684(UNALAKLEET,AK)||00|Total for all sectors||2012|17||72||0|G|798||0|G|3573||0|G
02|99685|8610000US99685|99685(UNALASKA,AK)||00|Total for all sectors||2012|32||597||0|G|7811||0|G|25450||0|G
02|99686|8610000US99686|99686(VALDEZ,AK)||00|Total for all sectors||2012|143||1677||0|G|26828||0|H|106468||0|H
02|99687|8610000US99687|99687(WASILLA,AK)||00|Total for all sectors||2012|106||851||0|G|5378||0|G|26559||0|G
02|99688|8610000US99688|99688(WILLOW,AK)||00|Total for all sectors||2012|50||182||0|H|836||0|H|4217||0|H
02|99689|8610000US99689|99689(YAKUTAT,AK)||00|Total for all sectors||2012|29||157||0|G|1126||0|G|6017||0|G
02|99690|8610000US99690|99690(NIGHTMUTE,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99691|8610000US99691|99691(NIKOLAI,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99692|8610000US99692|99692(DUTCH HARBOR,AK)||00|Total for all sectors||2012|51||3935||0|G|39023||0|G|131565||0|G
02|99693|8610000US99693|99693(WHITTIER,AK)||00|Total for all sectors||2012|24||64||0|G|577||0|G|2953||0|G
02|99694|8610000US99694|99694(HOUSTON,AK)||00|Total for all sectors||2012|20||90||0|G|772||0|G|4661||0|G
02|99695|8610000US99695|99695(ANCHORAGE,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99697|8610000US99697|99697(KODIAK,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99701|8610000US99701|99701(FAIRBANKS,AK)||00|Total for all sectors||2012|1170||15621||0|G|163219||0|G|717922||0|G
02|99702|8610000US99702|99702(EIELSON AFB,AK)||00|Total for all sectors||2012|25||177||0|H|1152||0|G|4496||0|G
02|99703|8610000US99703|99703(FORT WAINWRIGHT,AK)||00|Total for all sectors||2012|40||938||0|G|15852||0|G|63569||0|G
02|99704|8610000US99704|99704(CLEAR,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99705|8610000US99705|99705(NORTH POLE,AK)||00|Total for all sectors||2012|297||1819||0|G|22313||0|G|109143||0|G
02|99706|8610000US99706|99706(FAIRBANKS,AK)||00|Total for all sectors||2012|8||71||0|H|743||0|H|3060||0|H
02|99707|8610000US99707|99707(FAIRBANKS,AK)||00|Total for all sectors||2012|37||367||0|H|4740||0|H|27413||0|H
02|99708|8610000US99708|99708(FAIRBANKS,AK)||00|Total for all sectors||2012|39||243||0|H|2542||0|H|11857||0|H
02|99709|8610000US99709|99709(FAIRBANKS,AK)||00|Total for all sectors||2012|666||6283||0|G|58154||0|G|286254||0|G
02|99710|8610000US99710|99710(FAIRBANKS,AK)||00|Total for all sectors||2012|10||0|b|0|S|0|S|0|S|1310||0|H
02|99711|8610000US99711|99711(FAIRBANKS,AK)||00|Total for all sectors||2012|4||17||0|G|75||0|G|1006||0|H
02|99712|8610000US99712|99712(FAIRBANKS,AK)||00|Total for all sectors||2012|135||1165||0|H|18888||0|H|79837||0|H
02|99714|8610000US99714|99714(SALCHA,AK)||00|Total for all sectors||2012|12||0|b|0|D|0|D|0|D|0|D|0|D
02|99716|8610000US99716|99716(TWO RIVERS,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99720|8610000US99720|99720(ALLAKAKET,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99721|8610000US99721|99721(ANAKTUVUK PASS,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
02|99722|8610000US99722|99722(ARCTIC VILLAGE,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99723|8610000US99723|99723(BARROW,AK)||00|Total for all sectors||2012|69||1154||0|H|24501||0|H|79051||0|H
02|99725|8610000US99725|99725(ESTER,AK)||00|Total for all sectors||2012|16||0|b|0|S|435||0|H|4241||0|G
02|99726|8610000US99726|99726(BETTLES FIELD,AK)||00|Total for all sectors||2012|3||0|a|0|S|0|S|0|S|380||0|H
02|99727|8610000US99727|99727(BUCKLAND,AK)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
02|99729|8610000US99729|99729(CANTWELL,AK)||00|Total for all sectors||2012|13||19||0|G|0|S|0|S|792||0|H
02|99730|8610000US99730|99730(CENTRAL,AK)||00|Total for all sectors||2012|4||0|a|0|S|18||0|G|378||0|G
02|99731|8610000US99731|99731(FORT GREELY,AK)||00|Total for all sectors||2012|7||113||0|G|1649||0|G|6425||0|G
02|99732|8610000US99732|99732(CHICKEN,AK)||00|Total for all sectors||2012|6||2||0|G|0|S|0|S|218||0|G
02|99734|8610000US99734|99734(PRUDHOE BAY,AK)||00|Total for all sectors||2012|40||1269||0|H|26337||0|H|92638||0|H
02|99737|8610000US99737|99737(DELTA JUNCTION,AK)||00|Total for all sectors||2012|108||0|f|0|D|0|D|0|D|0|D|0|D
02|99738|8610000US99738|99738(EAGLE,AK)||00|Total for all sectors||2012|4||0|a|0|S|0|S|0|S|168||0|H
02|99739|8610000US99739|99739(ELIM,AK)||00|Total for all sectors||2012|3||21||0|G|116||0|G|387||0|G
02|99740|8610000US99740|99740(FORT YUKON,AK)||00|Total for all sectors||2012|11||280||0|G|2645||0|G|9592||0|G
02|99741|8610000US99741|99741(GALENA,AK)||00|Total for all sectors||2012|8||29||0|G|246||0|G|1009||0|G
02|99742|8610000US99742|99742(GAMBELL,AK)||00|Total for all sectors||2012|4||40||0|H|285||0|H|1084||0|H
02|99743|8610000US99743|99743(HEALY,AK)||00|Total for all sectors||2012|41||292||0|H|6087||0|H|25952||0|H
02|99744|8610000US99744|99744(ANDERSON,AK)||00|Total for all sectors||2012|5||0|a|0|D|0|D|0|D|0|D|0|D
02|99745|8610000US99745|99745(HUGHES,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99746|8610000US99746|99746(HUSLIA,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99747|8610000US99747|99747(KAKTOVIK,AK)||00|Total for all sectors||2012|5||34||0|G|492||0|G|2014||0|G
02|99748|8610000US99748|99748(KALTAG,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99749|8610000US99749|99749(KIANA,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99750|8610000US99750|99750(KIVALINA,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99751|8610000US99751|99751(KOBUK,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99752|8610000US99752|99752(KOTZEBUE,AK)||00|Total for all sectors||2012|54||1511||0|G|26762||0|G|122028||0|G
02|99753|8610000US99753|99753(KOYUK,AK)||00|Total for all sectors||2012|4||0|b|0|D|0|D|0|D|0|D|0|D
02|99754|8610000US99754|99754(KOYUKUK,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99755|8610000US99755|99755(DENALI NATIONAL PARK,AK)||00|Total for all sectors||2012|46||0|c|0|S|1449||0|H|23439||0|H
02|99756|8610000US99756|99756(MANLEY HOT SPRINGS,AK)||00|Total for all sectors||2012|9||14||0|G|118||0|G|827||0|G
02|99758|8610000US99758|99758(MINTO,AK)||00|Total for all sectors||2012|5||9||0|G|30||0|G|205||0|G
02|99759|8610000US99759|99759(POINT LAY,AK)||00|Total for all sectors||2012|3||10||0|G|36||0|G|347||0|G
02|99760|8610000US99760|99760(NENANA,AK)||00|Total for all sectors||2012|20||76||0|G|897||0|G|5231||0|G
02|99761|8610000US99761|99761(NOATAK,AK)||00|Total for all sectors||2012|3||86||0|G|184||0|H|626||0|H
02|99762|8610000US99762|99762(NOME,AK)||00|Total for all sectors||2012|106||1453||0|G|16892||0|G|75610||0|G
02|99763|8610000US99763|99763(NOORVIK,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99764|8610000US99764|99764(NORTHWAY,AK)||00|Total for all sectors||2012|4||0|b|0|D|0|D|0|D|0|D|0|D
02|99765|8610000US99765|99765(NULATO,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99766|8610000US99766|99766(POINT HOPE,AK)||00|Total for all sectors||2012|8||0|b|0|D|0|D|0|D|0|D|0|D
02|99768|8610000US99768|99768(RUBY,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99769|8610000US99769|99769(SAVOONGA,AK)||00|Total for all sectors||2012|3||0|a|0|S|0|S|0|S|662||0|H
02|99770|8610000US99770|99770(SELAWIK,AK)||00|Total for all sectors||2012|3||16||0|G|49||0|G|181||0|G
02|99771|8610000US99771|99771(SHAKTOOLIK,AK)||00|Total for all sectors||2012|3||0|b|0|S|131||0|H|541||0|H
02|99772|8610000US99772|99772(SHISHMAREF,AK)||00|Total for all sectors||2012|10||94||0|H|326||0|H|1180||0|H
02|99773|8610000US99773|99773(SHUNGNAK,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99775|8610000US99775|99775(FAIRBANKS,AK)||00|Total for all sectors||2012|5||28||0|G|174||0|G|710||0|G
02|99776|8610000US99776|99776(TANACROSS,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99777|8610000US99777|99777(TANANA,AK)||00|Total for all sectors||2012|4||11||0|G|59||0|G|324||0|G
02|99778|8610000US99778|99778(TELLER,AK)||00|Total for all sectors||2012|4||43||0|G|98||0|G|370||0|G
02|99780|8610000US99780|99780(TOK,AK)||00|Total for all sectors||2012|50||282||0|H|1887||0|G|9996||0|G
02|99781|8610000US99781|99781(VENETIE,AK)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
02|99782|8610000US99782|99782(WAINWRIGHT,AK)||00|Total for all sectors||2012|3||15||0|G|64||0|G|296||0|G
02|99783|8610000US99783|99783(WALES,AK)||00|Total for all sectors||2012|3||24||0|G|79||0|G|419||0|G
02|99784|8610000US99784|99784(WHITE MOUNTAIN,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99785|8610000US99785|99785(BREVIG MISSION,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99786|8610000US99786|99786(AMBLER,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99788|8610000US99788|99788(CHALKYITSIK,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99789|8610000US99789|99789(NUIQSUT,AK)||00|Total for all sectors||2012|7||33||0|G|330||0|G|1283||0|G
02|99790|8610000US99790|99790(FAIRBANKS,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99791|8610000US99791|99791(ATQASUK,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
